volcanoNumber;volcanoName;Eruption Number;Eruption Category;Area of Activity;VEI;VEI Modifier;edate;StartYear;Start Year Uncertainty;Start Month;Start Day Modifier;Start Day;Start Day Uncertainty;Evidence Method (dating);End Year;End Year Uncertainty;End Month;End Day Modifier;End Day;End Day Uncertainty;Latitude;Longitude
311060;Semisopochnoi;19673;Confirmed Eruption;Sugarloaf ?;2;?;1987-4-13;1987;;4;;13;;Observations: Reported;1987;;4;;18;5;51,93;179,58
268040;Gamkonora;16594;Confirmed Eruption;;1;;1987-4-13;1987;;4;;13;;Observations: Reported;1987;;4;;26;;1,38;127,53
345020;Rincon de la Vieja;11103;Confirmed Eruption;;1;;1987-4-1;1987;;4;;1;;Observations: Reported;1987;;4;;1;;10,83;-85,324
272020;Kanlaon;16739;Confirmed Eruption;;1;;1987-3-30;1987;;3;?;30;;Observations: Reported;1987;;7;;2;;10,4096;123,13
312070;Veniaminof;20169;Confirmed Eruption;Western intracaldera cone;1;;1987-3-19;1987;;3;;19;;Observations: Reported;1987;;3;;19;;56,17;-159,38
311160;Atka Volcanic Complex;19762;Confirmed Eruption;;2;;1987-3-4;1987;;3;?;4;;Observations: Reported;1987;;3;?;19;;52,331;-174,139
311310;Makushin;19990;Confirmed Eruption;;1;;1987-3-2;1987;;3;;2;;Observations: Reported;1987;;3;;2;;53,891;-166,923
344100;Masaya;11030;Confirmed Eruption;Santiago;1;;1987-2-15;1987;;2;;15;;Observations: Reported;1987;;2;>;22;;11,9844;-86,1688
311320;Akutan;20031;Confirmed Eruption;;2;;1987-1-31;1987;;1;;31;;Observations: Reported;1987;;6;;24;;54,134;-165,986
261140;Marapi;15475;Confirmed Eruption;Verbeek Crater;2;;1987-1-15;1987;;1;;15;;Observations: Reported;1994;;8;>;12;;-0,38;100,474
342090;Fuego;10731;Confirmed Eruption;;1;;1987-1-5;1987;;1;;5;4;Observations: Reported;1987;;2;?;16;15;14,4748;-90,8806
345020;Rincon de la Vieja;11102;Confirmed Eruption;;1;;1986-12-31;1986;;12;;31;;Observations: Reported;1986;;12;;31;;10,83;-85,324
354006;Sabancaya;11747;Confirmed Eruption;;1;;1986-12-16;1986;;12;;16;15;Observations: Reported;;;;;;;-15,787;-71,857
300250;Bezymianny;19364;Confirmed Eruption;;3;;1986-12-5;1986;;12;;5;4;Observations: Reported;1988;;7;;26;5;55,972;160,595
300260;Klyuchevskoy;19468;Confirmed Eruption;Summit, SE, SW, NE and east flanks;4;;1986-11-27;1986;;11;;27;;Observations: Reported;1990;;9;;16;15;56,056;160,642
290360;Chikurachki;18854;Confirmed Eruption;;4;;1986-11-18;1986;;11;;18;;Observations: Reported;1986;;12;;7;;50,324;155,461
311290;Okmok;19850;Confirmed Eruption;SW part of caldera (Cone A);2;;1986-11-18;1986;;11;;18;;Observations: Reported;1988;;2;;26;;53,43;-168,13
284010;Izu-Oshima;18242;Confirmed Eruption;Mihara-yama, N part and NW of caldera;3;;1986-11-15;1986;;11;;15;;Observations: Reported;1986;;12;;18;;34,724;139,394
257040;Ambrym;15286;Confirmed Eruption;New cone 3 km east of Marum;2;;1986-11-13;1986;;11;;13;;Observations: Reported;1986;;11;?;19;;-16,25;168,12
233020;Fournaise, Piton de la;22469;Confirmed Eruption;inside the 29 March pit crater, Dolomieu crater, SE;1;;1986-11-12;1986;;11;;12;;Observations: Reported;1987;;2;;10;;-21,244;55,708
290260;Chirinkotan;18829;Confirmed Eruption;;1;;1986-10-11;1986;;10;;11;;Observations: Reported;1986;;10;;12;;48,98;153,48
263250;Merapi;15917;Confirmed Eruption;;2;;1986-10-10;1986;;10;;10;;Observations: Reported;1990;;8;?;16;15;-7,54;110,446
355100;Lascar;11864;Confirmed Eruption;Western crater of east summit cone;3;;1986-9-14;1986;;9;;14;;Observations: Reported;1986;;9;;16;;-23,37;-67,73
290240;Sarychev Peak;18817;Confirmed Eruption;;1;;1986-9-1;1986;;9;?;1;15;Observations: Reported;;;;;;;48,092;153,2
331030;Cleft Segment;20719;Confirmed Eruption;N Cleft Segment, S Juan de Fuca Ridge;0;;1986-8-16;1986;;8;?;16;15;Observations: Reported;;;;;;;44,83;-130,3
263200;Dieng Volcanic Complex;15788;Confirmed Eruption;Sileri Crater;1;;1986-8-6;1986;;8;;6;;Observations: Reported;1986;;8;;6;;-7,2;109,879
223020;Nyamulagira;14073;Confirmed Eruption;South flank (near Kitazungurwa);2;;1986-7-16;1986;;7;;16;;Observations: Reported;1986;;8;;20;;-1,408;29,2
233020;Fournaise, Piton de la;22468;Confirmed Eruption;inside the 29 March pit crater, Dolomieu crater, SE;0;;1986-7-13;1986;;7;;13;;Observations: Reported;1986;;7;;14;;-21,244;55,708
261120;Sorikmarapi;15414;Confirmed Eruption;;1;;1986-7-5;1986;;7;;5;;Observations: Reported;1986;;7;;14;;0,686;99,539
255060;Kavachi;15172;Confirmed Eruption;;1;;1986-7-5;1986;;7;;5;;Observations: Reported;1986;;7;;23;;-8,991;157,979
261030;Peuet Sague;15375;Confirmed Eruption;;2;;1986-7-2;1986;;7;;2;182;Observations: Reported;;;;;;;4,903;96,289
331020;CoAxial Segment;20711;Confirmed Eruption;CoAxial segment, Juan de Fuca Ridge;0;;1986-7-2;1986;5;7;;2;182;Observations: Reported;;;;;;;46,52;-129,58
242050;Monowai;14710;Confirmed Eruption;;0;;1986-6-16;1986;;6;;16;15;Observations: Hydrophonic;1986;;6;;16;15;-25,887;-177,188
241130;Rumble III;14675;Confirmed Eruption;;0;;1986-6-15;1986;;6;;15;;Observations: Hydrophonic;1986;;8;?;5;;-35,745;178,478
300260;Klyuchevskoy;19467;Confirmed Eruption;;2;;1986-6-8;1986;;6;;8;;Observations: Reported;1986;;7;;11;;56,056;160,642
272020;Kanlaon;16738;Confirmed Eruption;;2;;1986-6-3;1986;;6;;3;;Observations: Reported;1986;;8;;18;;10,4096;123,13
264220;Iliboleng;16324;Confirmed Eruption;;1;;1986-5-28;1986;;5;;28;;Observations: Reported;1986;;11;;24;;-8,342;123,258
290390;Alaid;18890;Confirmed Eruption;;2;?;1986-5-25;1986;;5;;25;;Observations: Reported;1986;;5;;28;3;50,861;155,565
333060;Macdonald;10322;Confirmed Eruption;;0;;1986-5-16;1986;;5;;16;;Observations: Hydrophonic;1986;;8;;2;;-28,98;-140,25
311240;Cleveland;19810;Confirmed Eruption;;2;;1986-4-28;1986;;4;;28;;Observations: Reported;1986;;5;>;27;;52,825;-169,944
312030;Pavlof;20149;Confirmed Eruption;NNE & SE summit vents, NE & SE flanks;3;;1986-4-16;1986;;4;;16;;Observations: Reported;1988;;8;;13;;55,417;-161,894
300270;Sheveluch;19583;Confirmed Eruption;;3;;1986-3-28;1986;;3;;28;;Observations: Reported;1988;;2;;28;;56,653;161,36
313010;Augustine;20262;Confirmed Eruption;;4;?;1986-3-27;1986;;3;;27;;Observations: Reported;1986;;8;;31;;59,3626;-153,435
300250;Bezymianny;19363;Confirmed Eruption;;2;;1986-3-26;1986;;3;;26;5;Observations: Reported;1986;;6;;29;;55,972;160,595
266100;Lokon-Empung;16457;Confirmed Eruption;Tompaluan;2;;1986-3-22;1986;;3;;22;;Observations: Reported;1987;;5;;13;;1,3644;124,7992
311360;Shishaldin;20090;Confirmed Eruption;;2;;1986-3-19;1986;;3;;19;;Observations: Reported;1987;;2;?;15;;54,756;-163,97
311320;Akutan;20030;Confirmed Eruption;;2;;1986-3-18;1986;;3;;18;;Observations: Reported;1986;;6;;30;;54,134;-165,986
341130;Tacana;10621;Confirmed Eruption;NE flank (ca. 3600 m);1;;1986-2-16;1986;;2;;16;15;Observations: Reported;1986;;6;;16;15;15,132;-92,109
241100;Ruapehu;14654;Confirmed Eruption;;1;;1986-2-8;1986;;2;;8;;Observations: Reported;1986;;2;?;9;;-39,28;175,57
241040;Whakaari/White Island;14490;Confirmed Eruption;Congress and numerous other craters;3;;1986-2-1;1986;;2;?;1;;Observations: Reported;1994;;7;;28;;-37,52;177,18
357010;Tupungatito;11898;Confirmed Eruption;NW craters;1;;1986-1-20;1986;;1;;20;;Observations: Reported;1986;;1;;20;;-33,425;-69,797
284130;Fukutoku-Oka-no-Ba;17600;Confirmed Eruption;;2;;1986-1-18;1986;;1;;18;;Observations: Reported;1986;;3;?;28;;24,285;141,481
255060;Kavachi;15171;Confirmed Eruption;;1;;1985-12-9;1985;;12;;9;;Observations: Reported;1986;;2;;28;3;-8,991;157,979
344120;Concepcion;11070;Confirmed Eruption;;1;;1985-12-2;1985;;12;;2;1;Observations: Reported;1986;;4;?;20;;11,538;-85,622
252120;Ulawun;15058;Confirmed Eruption;;3;;1985-11-17;1985;;11;;17;;Observations: Reported;1985;;11;;22;;-5,05;151,33
343100;San Miguel;10863;Confirmed Eruption;;1;;1985-11-16;1985;;11;;16;15;Observations: Reported;1986;;2;>;16;15;13,434;-88,269
241100;Ruapehu;14653;Confirmed Eruption;;1;;1985-11-15;1985;;11;;15;;Observations: Reported;1985;;11;;15;;-39,28;175,57
272020;Kanlaon;16737;Confirmed Eruption;;1;;1985-10-5;1985;;10;;5;;Observations: Reported;1985;;12;;7;;10,4096;123,13
282030;Suwanosejima;16939;Confirmed Eruption;O-take;2;;1985-9-16;1985;;9;;16;15;Observations: Reported;1987;;6;;16;15;29,638;129,714
345020;Rincon de la Vieja;11101;Confirmed Eruption;;1;;1985-9-16;1985;;9;;16;15;Observations: Reported;1986;;4;;16;15;10,83;-85,324
351020;Ruiz, Nevado del;11290;Confirmed Eruption;Arenas Crater;3;;1985-9-11;1985;;9;;11;;Observations: Reported;1991;;7;;13;;4,892;-75,324
263340;Raung;16147;Confirmed Eruption;;2;;1985-8-23;1985;;8;;23;;Observations: Reported;1986;;2;;28;;-8,119;114,056
300260;Klyuchevskoy;19466;Confirmed Eruption;Summit and NW flank (3100 m);3;?;1985-8-16;1985;;8;;16;;Observations: Reported;1986;;1;;21;;56,056;160,642
284141;Ahyi;18476;Confirmed Eruption;SW of Ahyi;0;;1985-8-2;1985;;8;;2;;Observations: Hydrophonic;1985;;9;;5;;20,42;145,03
264050;Sangeang Api;16251;Confirmed Eruption;Doro Api;3;;1985-7-30;1985;;7;;30;;Observations: Reported;1988;;2;;16;15;-8,2;119,07
341040;Colima;10470;Confirmed Eruption;;1;;1985-7-2;1985;;7;;2;182;Observations: Reported;1986;;1;;5;4;19,514;-103,62
354010;Misti, El;11774;Confirmed Eruption;;1;?;1985-7-2;1985;;7;;2;182;Observations: Reported;;;;;;;-16,294;-71,409
285050;Tokachidake;18659;Confirmed Eruption;East wall of 1962 crater;1;;1985-6-19;1985;;6;;19;;Observations: Reported;1985;;6;;22;;43,418;142,686
233020;Fournaise, Piton de la;14372;Confirmed Eruption;SW flank of Dolomieu;1;;1985-6-14;1985;;6;;14;;Observations: Reported;1986;;4;;5;;-21,244;55,708
300250;Bezymianny;19362;Confirmed Eruption;;3;;1985-6-12;1985;;6;;12;;Observations: Reported;1985;;12;;14;;55,972;160,595
300270;Sheveluch;19582;Confirmed Eruption;;2;;1985-5-26;1985;;5;;26;;Observations: Reported;1985;;10;;25;;56,653;161,36
241100;Ruapehu;14652;Confirmed Eruption;;1;;1985-5-21;1985;;5;<;21;;Observations: Reported;1985;;6;?;9;;-39,28;175,57
266030;Soputan;16430;Confirmed Eruption;;2;;1985-5-19;1985;;5;;19;;Observations: Reported;1985;;5;;20;;1,112;124,737
352020;Guagua Pichincha;11492;Confirmed Eruption;1981 crater;1;;1985-5-16;1985;;5;;16;15;Observations: Reported;1985;;6;;16;15;-0,171;-78,598
272020;Kanlaon;16736;Confirmed Eruption;;1;;1985-3-13;1985;;3;;13;;Observations: Reported;1985;;3;;14;;10,4096;123,13
264150;Paluweh;16272;Confirmed Eruption;Rokatenda (west side of lava dome);1;;1985-2-3;1985;;2;;3;;Observations: Reported;1985;;2;;3;;-8,32;121,708
234010;Heard;14405;Confirmed Eruption;Mawson Peak;2;?;1985-1-14;1985;;1;;14;;Observations: Reported;1987;;1;?;16;15;-53,106;73,513
333010;Teahitia;10302;Confirmed Eruption;;0;;1985-1-10;1985;;1;;10;;Observations: Hydrophonic;1985;;1;;25;;-17,564;-148,821
376010;Jan Mayen;12972;Confirmed Eruption;Beerenberg (NE flank, 0-200 m);0;;1985-1-6;1985;;1;;6;;Observations: Reported;1985;;1;;9;;71,082;-8,155
252120;Ulawun;15057;Confirmed Eruption;;1;;1984-12-30;1984;;12;;30;;Observations: Reported;1985;;1;;27;;-5,05;151,33
351020;Ruiz, Nevado del;11289;Confirmed Eruption;Arenas Crater;1;;1984-12-22;1984;;12;;22;;Observations: Reported;1985;;3;?;19;;4,892;-75,324
344120;Concepcion;11069;Confirmed Eruption;;2;;1984-12-16;1984;;12;;16;15;Observations: Reported;1985;;1;;2;;11,538;-85,622
355100;Lascar;11863;Confirmed Eruption;Western crater of east summit cone;0;;1984-12-16;1984;;12;;16;15;Observations: Reported;1985;;7;;16;15;-23,37;-67,73
312070;Veniaminof;20168;Confirmed Eruption;Western intracaldera cone;2;;1984-11-29;1984;;11;;29;;Observations: Reported;1984;;12;?;6;;56,17;-159,38
261140;Marapi;15474;Confirmed Eruption;Kepundan Tuo, Kepundan B;1;;1984-11-15;1984;;11;;15;;Observations: Reported;1984;;11;;15;;-0,38;100,474
241100;Ruapehu;14651;Confirmed Eruption;;1;;1984-10-25;1984;;10;?;25;;Observations: Reported;1984;;12;;16;15;-39,28;175,57
282030;Suwanosejima;16938;Confirmed Eruption;O-take;2;;1984-10-16;1984;;10;;16;15;Observations: Reported;1984;;10;;16;15;29,638;129,714
273030;Mayon;16806;Confirmed Eruption;;3;;1984-9-9;1984;;9;;9;;Observations: Reported;1984;;10;;6;;13,257;123,685
373080;Krafla;12953;Confirmed Eruption;Leirhnjúkur to 8.5 km north;0;;1984-9-4;1984;;9;;4;;Observations: Reported;1984;;9;;18;;65,715;-16,728
252120;Ulawun;15056;Confirmed Eruption;;1;;1984-8-23;1984;;8;;23;;Observations: Reported;1984;;9;;11;;-5,05;151,33
357120;Villarrica;12169;Confirmed Eruption;;2;;1984-8-11;1984;;8;;11;;Observations: Reported;1985;;11;;18;;-39,42;-71,93
300070;Gorely;19025;Confirmed Eruption;;2;;1984-8-4;1984;;8;;4;;Observations: Reported;1986;;9;?;21;;52,5549;158,0358
311240;Cleveland;19808;Confirmed Eruption;;1;;1984-7-12;1984;;7;;12;;Observations: Reported;1984;;7;;12;;52,825;-169,944
257040;Ambrym;15285;Confirmed Eruption;;2;;1984-7-2;1984;;7;;2;182;Observations: Reported;1986;;3;>;8;;-16,25;168,12
256010;Tinakula;15202;Confirmed Eruption;Upper NW flank;2;;1984-6-3;1984;;6;<;3;;Observations: Reported;1985;;6;>;13;;-10,386;165,804
266030;Soputan;16429;Confirmed Eruption;;3;;1984-5-24;1984;;5;;24;;Observations: Reported;1984;;8;;31;;1,112;124,737
263310;Tengger Caldera;16059;Confirmed Eruption;Bromo;1;;1984-5-12;1984;;5;;12;;Observations: Reported;1984;;5;;31;;-7,942;112,95
264150;Paluweh;16271;Confirmed Eruption;Rokatenda (west side of lava dome);2;;1984-5-9;1984;;5;;9;;Observations: Reported;1984;;5;;21;;-8,32;121,708
285070;Akan;18700;Confirmed Eruption;Me-Akan (Ponmachineshiri);1;;1984-5-1;1984;;5;;1;;Observations: Reported;1984;;5;;1;;43,384;144,013
357110;Llaima;12066;Confirmed Eruption;;2;;1984-4-20;1984;;4;;20;;Observations: Reported;1984;;11;;26;;-38,692;-71,729
282110;Asosan;17343;Confirmed Eruption;Naka-dake;1;;1984-4-13;1984;;4;;13;3;Observations: Reported;1985;;6;;24;;32,8849;131,085
241100;Ruapehu;14650;Confirmed Eruption;;1;;1984-4-2;1984;;4;;2;;Observations: Reported;;;;;;;-39,28;175,57
345020;Rincon de la Vieja;11100;Confirmed Eruption;;2;;1984-3-31;1984;;3;;31;;Observations: Reported;1984;;4;;16;15;10,83;-85,324
353010;Fernandina;11672;Confirmed Eruption;NW corner of caldera;1;;1984-3-30;1984;;3;;30;;Observations: Reported;;;;;;;-0,37;-91,55
332020;Mauna Loa;10226;Confirmed Eruption;Moku'aweoweo, SW and NE rift zones;0;;1984-3-25;1984;;3;;25;;Observations: Reported;1984;;4;;15;;19,475;-155,608
300270;Sheveluch;19581;Confirmed Eruption;;2;?;1984-3-17;1984;;3;;17;;Observations: Reported;1984;;9;;6;;56,653;161,36
300260;Klyuchevskoy;19465;Confirmed Eruption;;3;;1984-3-10;1984;;3;;10;;Observations: Reported;1985;;1;;28;;56,056;160,642
284100;Kaitoku Seamount;18374;Confirmed Eruption;Higashi-Kaitokuba;1;;1984-3-8;1984;;3;;8;;Observations: Reported;1984;;3;?;26;;26,1217;141,0955
243080;Home Reef;14770;Confirmed Eruption;;3;?;1984-3-1;1984;;3;;1;;Observations: Reported;1984;;3;;5;;-18,992;-174,775
223020;Nyamulagira;14071;Confirmed Eruption;NW flank (Kivandimwe);2;;1984-2-23;1984;;2;;23;;Observations: Reported;1984;;3;;14;;-1,408;29,2
300250;Bezymianny;19361;Confirmed Eruption;;3;;1984-2-5;1984;;2;;5;;Observations: Reported;1984;;12;;16;15;55,972;160,595
263140;Galunggung;15722;Confirmed Eruption;;1;;1984-1-9;1984;;1;;9;;Observations: Reported;1984;;1;?;31;;-7,25;108,058
241040;Whakaari/White Island;14489;Confirmed Eruption;North margin of 1978 crater complex;2;;1983-12-26;1983;;12;;26;5;Observations: Reported;1984;;2;;12;5;-37,52;177,18
263310;Tengger Caldera;16058;Confirmed Eruption;Bromo;1;;1983-12-21;1983;;12;;21;;Observations: Reported;1983;;12;;21;;-7,942;112,95
333010;Teahitia;10301;Confirmed Eruption;;0;;1983-12-18;1983;;12;;18;;Observations: Hydrophonic;1984;;7;;14;;-17,564;-148,821
233020;Fournaise, Piton de la;14371;Confirmed Eruption;SSW flank of Dolomieu (2110-2300 m);2;;1983-12-4;1983;;12;;4;;Observations: Reported;1984;;2;;18;;-21,244;55,708
312030;Pavlof;20148;Confirmed Eruption;Upper NNE flank;3;;1983-11-11;1983;;11;;11;;Observations: Reported;1983;;12;;18;;55,417;-161,894
252120;Ulawun;15055;Confirmed Eruption;;1;;1983-11-6;1983;;11;;6;;Observations: Reported;1984;;3;;13;;-5,05;151,33
333060;Macdonald;10321;Confirmed Eruption;;0;;1983-10-27;1983;;10;;27;;Observations: Hydrophonic;1984;;1;;3;;-28,98;-140,25
357120;Villarrica;12168;Confirmed Eruption;;1;;1983-10-14;1983;;10;;14;;Observations: Reported;1983;;10;;16;;-39,42;-71,93
284040;Miyakejima;18272;Confirmed Eruption;SW flank (4.5 km long NE-SW fissure);3;;1983-10-3;1983;;10;;3;;Observations: Reported;1983;;10;;4;;34,094;139,526
263090;Tangkuban Parahu;15683;Confirmed Eruption;Kawah Ratu;1;;1983-9-14;1983;;9;;14;;Observations: Reported;;;;;;;-6,77;107,6
264250;Iliwerung;16348;Confirmed Eruption;Hobal (submarine vent on SE flank);1;;1983-8-17;1983;;8;;17;;Observations: Reported;1983;;8;;18;;-8,532;123,573
268060;Gamalama;16668;Confirmed Eruption;;3;;1983-8-9;1983;;8;;9;;Observations: Reported;1983;;8;;12;;0,81;127,3322
283120;Kusatsu-Shiranesan;17844;Confirmed Eruption;Yu-gama, Kara-gama;1;;1983-7-26;1983;;7;;26;;Observations: Reported;1983;;12;;21;;36,618;138,528
266010;Colo;16423;Confirmed Eruption;Gunung Colo;4;;1983-7-18;1983;;7;;18;;Observations: Reported;1983;;12;;16;15;-0,162;121,601
282110;Asosan;17342;Confirmed Eruption;Naka-dake;1;;1983-7-16;1983;;7;;16;15;Observations: Reported;1983;;10;;16;15;32,8849;131,085
333010;Teahitia;10300;Confirmed Eruption;;0;;1983-7-12;1983;;7;;12;;Observations: Hydrophonic;1983;;7;;26;;-17,564;-148,821
312030;Pavlof;20147;Confirmed Eruption;;2;?;1983-7-11;1983;;7;;11;;Observations: Reported;1983;;7;;18;;55,417;-161,894
311290;Okmok;19849;Confirmed Eruption;SW part of caldera (Cone A);2;;1983-7-8;1983;;7;;8;;Observations: Reported;1983;;7;;8;;53,43;-168,13
261140;Marapi;15472;Confirmed Eruption;Kepundan Tuo and Kepundan Verbeek;1;;1983-7-2;1983;;7;;2;182;Observations: Reported;;;;;;;-0,38;100,474
257040;Ambrym;15284;Confirmed Eruption;Marum;2;;1983-7-2;1983;;7;;2;182;Observations: Reported;;;;;;;-16,25;168,12
273010;Bulusan;16767;Confirmed Eruption;;2;;1983-6-25;1983;;6;;25;;Observations: Reported;1983;;6;;29;;12,769;124,056
312070;Veniaminof;20167;Confirmed Eruption;Western intracaldera cone;3;;1983-6-2;1983;;6;;2;;Observations: Reported;1984;;4;;17;;56,17;-159,38
373010;Grimsvotn;12838;Confirmed Eruption;Near south caldera wall;2;;1983-5-28;1983;;5;;28;;Observations: Reported;1983;;6;;2;;64,416;-17,316
267020;Karangetang;16533;Confirmed Eruption;Summit and SW flank (1443 m);3;;1983-5-16;1983;;5;;16;15;Observations: Reported;1988;;12;>;31;;2,781;125,407
264220;Iliboleng;16323;Confirmed Eruption;;2;;1983-5-11;1983;;5;;11;;Observations: Reported;1984;;4;;13;;-8,342;123,258
283090;Niigata-Yakeyama;17547;Confirmed Eruption;;1;;1983-4-14;1983;;4;?;14;;Observations: Reported;1983;;4;?;15;;36,921;138,036
283110;Asamayama;17807;Confirmed Eruption;;2;;1983-4-8;1983;;4;;8;;Observations: Reported;1983;;4;;8;;36,406;138,523
344120;Concepcion;11068;Confirmed Eruption;;2;;1983-3-16;1983;;3;;16;;Observations: Reported;1983;;3;;25;;11,538;-85,622
333060;Macdonald;10320;Confirmed Eruption;;0;;1983-3-14;1983;;3;;14;;Observations: Hydrophonic;1983;;5;;21;;-28,98;-140,25
345020;Rincon de la Vieja;11099;Confirmed Eruption;;1;;1983-2-6;1983;;2;;6;;Observations: Reported;1983;;2;;21;;10,83;-85,324
332010;Kilauea;10119;Confirmed Eruption;East rift zone (Puu O'o), Halemaumau;3;;1983-1-3;1983;;1;;3;;Observations: Reported;2018;;9;;5;;19,421;-155,287
222120;Lengai, Ol Doinyo;14023;Confirmed Eruption;North Crater;2;;1983-1-1;1983;;1;;1;;Observations: Reported;1993;;9;;24;;-2,764;35,914
261140;Marapi;15471;Confirmed Eruption;;1;;1982-12-16;1982;;12;;16;15;Observations: Reported;1982;;12;;16;15;-0,38;100,474
284120;Ioto;18417;Confirmed Eruption;West side (Asodai);1;;1982-11-28;1982;;11;;28;;Observations: Reported;1982;;12;?;16;15;24,751;141,289
290150;Chirpoi;18785;Confirmed Eruption;Snow;2;;1982-11-22;1982;;11;;22;;Observations: Reported;;;;;;;46,532;150,871
264220;Iliboleng;16322;Confirmed Eruption;;2;;1982-11-17;1982;;11;;17;;Observations: Reported;1982;;11;;17;;-8,342;123,258
283120;Kusatsu-Shiranesan;17843;Confirmed Eruption;Kara-gama, Yu-gama;1;;1982-10-26;1982;;10;;26;;Observations: Reported;1982;;12;;29;;36,618;138,528
257050;Lopevi;15315;Confirmed Eruption;;2;;1982-10-24;1982;;10;;24;;Observations: Reported;1982;;10;;25;;-16,507;168,346
224010;Cameroon;14132;Confirmed Eruption;SW flank (2500 m);2;;1982-10-16;1982;;10;;16;;Observations: Reported;1982;;11;;12;;4,203;9,17
300260;Klyuchevskoy;19464;Confirmed Eruption;Summit and east flank (2875 m);2;;1982-10-7;1982;;10;;7;;Observations: Reported;1983;;6;;27;;56,056;160,642
311320;Akutan;20029;Confirmed Eruption;;2;;1982-10-5;1982;;10;;5;4;Observations: Reported;1983;;5;;16;15;54,134;-165,986
283110;Asamayama;17806;Confirmed Eruption;;1;;1982-10-2;1982;;10;;2;;Observations: Reported;1982;;10;;2;;36,406;138,523
332010;Kilauea;10118;Confirmed Eruption;Kilauea Caldera (SSE of Halemaumau);0;;1982-9-25;1982;;9;;25;;Observations: Reported;1982;;9;;26;;19,421;-155,287
353020;Wolf;11690;Confirmed Eruption;Caldera and SE flank (875 m);1;;1982-8-28;1982;;8;;28;;Observations: Reported;1982;;9;?;6;;0,02;-91,35
266030;Soputan;16428;Confirmed Eruption;;3;;1982-8-26;1982;;8;;26;;Observations: Reported;1982;;11;;10;;1,112;124,737
263340;Raung;16146;Confirmed Eruption;;3;;1982-7-18;1982;;7;;18;;Observations: Reported;1982;;7;;20;;-8,119;114,056
331030;Cleft Segment;20718;Confirmed Eruption;N Cleft Segment, S Juan de Fuca Ridge;0;;1982-7-2;1982;;7;;2;182;Observations: Reported;;;;;;;44,83;-130,3
267020;Karangetang;16532;Confirmed Eruption;;1;;1982-7-2;1982;;7;;2;182;Observations: Reported;;;;;;;2,781;125,407
223030;Nyiragongo;14104;Confirmed Eruption;;1;;1982-6-21;1982;;6;;21;;Observations: Reported;1982;;10;;17;15;-1,52;29,25
242050;Monowai;14709;Confirmed Eruption;;0;;1982-5-16;1982;;5;;16;15;Observations: Hydrophonic;1982;;5;;16;15;-25,887;-177,188
332010;Kilauea;10117;Confirmed Eruption;Kilauea Caldera (NE of Halemaumau);0;;1982-4-30;1982;;4;;30;;Observations: Reported;1982;;5;;1;;19,421;-155,287
283110;Asamayama;17805;Confirmed Eruption;;2;;1982-4-26;1982;;4;;26;;Observations: Reported;1982;;4;;26;;36,406;138,523
257020;Gaua;15230;Confirmed Eruption;Mt. Garat;2;;1982-4-18;1982;;4;;18;;Observations: Reported;1982;;4;;18;;-14,281;167,514
255060;Kavachi;15170;Confirmed Eruption;;2;;1982-4-7;1982;;4;;7;;Observations: Reported;1982;;6;;2;1;-8,991;157,979
263140;Galunggung;15721;Confirmed Eruption;New crater at Gunung Jadi location;4;;1982-4-5;1982;;4;;5;;Observations: Reported;1983;;1;;8;;-7,25;108,058
290390;Alaid;18889;Confirmed Eruption;;2;;1982-3-29;1982;;3;;29;;Observations: Reported;1982;;3;;29;;50,861;155,565
341120;Chichon, El;10610;Confirmed Eruption;;5;;1982-3-28;1982;;3;;28;;Observations: Reported;1982;;9;;11;;17,3602;-93,2297
300260;Klyuchevskoy;19463;Confirmed Eruption;;1;;1982-3-24;1982;;3;;24;;Observations: Reported;1982;;5;;2;;56,056;160,642
333010;Teahitia;10299;Confirmed Eruption;;0;;1982-3-16;1982;;3;;16;;Observations: Hydrophonic;1982;;5;;19;;-17,564;-148,821
261140;Marapi;15470;Confirmed Eruption;;1;;1982-3-10;1982;;3;<;10;;Observations: Reported;1982;;5;;16;15;-0,38;100,474
284120;Ioto;18416;Confirmed Eruption;NW side (Idogahama beach);1;;1982-3-9;1982;;3;;9;;Observations: Reported;1982;;3;;10;;24,751;141,289
333060;Macdonald;10319;Confirmed Eruption;;0;;1982-3-1;1982;;3;;1;;Observations: Hydrophonic;1982;;6;;6;;-28,98;-140,25
311070;Gareloi;19686;Confirmed Eruption;;3;;1982-1-15;1982;;1;;15;;Observations: Reported;1982;;1;;15;;51,79;-178,794
344120;Concepcion;11067;Confirmed Eruption;;2;;1982-1-15;1982;;1;;15;5;Observations: Reported;1982;;2;;14;5;11,538;-85,622
223020;Nyamulagira;14070;Confirmed Eruption;SE flank (Rugarambiro);3;;1981-12-25;1981;;12;;25;;Observations: Reported;1982;;1;;14;;-1,408;29,2
290390;Alaid;18888;Confirmed Eruption;;2;;1981-11-25;1981;;11;;25;;Observations: Reported;;;;;;;50,861;155,565
344040;Telica;10931;Confirmed Eruption;;2;;1981-11-25;1981;;11;;25;5;Observations: Reported;1982;;3;;2;;12,606;-86,84
373080;Krafla;12952;Confirmed Eruption;Leirhnjúkur to 9 km north;0;;1981-11-18;1981;;11;;18;;Observations: Reported;1981;;11;;23;;65,715;-16,728
